,Name,Stock,Discount
187,Bottle,33,0.07
188,Bottle,8,0.02
189,Bottle,28,0.06
190,Bottle,9,0.02
191,Bottle,82,0.16
192,Bottle,38,0.08
193,Bottle,44,0.09
194,Bottle,55,0.11
195,Bottle,23,0.05
196,Bottle,7,0.01
197,Bottle,64,0.13
198,Bottle,59,0.12
199,Bottle,5,0.01
200,Bottle,76,0.15
201,Bottle,12,0.02
202,Bottle,89,0.18
203,Bottle,50,0.1
204,Bottle,25,0.05
205,Bottle,33,0.07
206,Bottle,45,0.09
207,Bottle,93,0.19
208,Bottle,60,0.12
209,Bottle,72,0.14
210,Bottle,21,0.04
211,Bottle,89,0.18
212,Bottle,86,0.17
213,Bottle,26,0.05
214,Bottle,98,0.2
215,Bottle,7,0.01
216,Bottle,100,0.2
217,Bottle,86,0.17
218,Bottle,20,0.04
219,Bottle,20,0.04
220,Bottle,43,0.09
221,Bottle,67,0.13
222,Bottle,32,0.06
223,Bottle,15,0.03
224,Bottle,76,0.15
225,Bottle,56,0.11
226,Bottle,85,0.17
227,Bottle,22,0.04
228,Bottle,1,0.0
229,Bottle,60,0.12
230,Bottle,87,0.17
231,Bottle,52,0.1
232,Bottle,72,0.14
233,Bottle,65,0.13
234,Bottle,39,0.08
235,Bottle,83,0.17
236,Bottle,45,0.09
237,Bottle,49,0.1
238,Bottle,84,0.17
239,Bottle,32,0.06
240,Bottle,19,0.04
241,Bottle,71,0.14
242,Bottle,88,0.18
243,Bottle,1,0.0
244,Bottle,58,0.12
245,Bottle,94,0.19
246,Bottle,10,0.02
247,Bottle,42,0.08
248,Bottle,94,0.19
249,Bottle,5,0.01
250,Bottle,69,0.14
251,Bottle,35,0.07
252,Bottle,17,0.03
253,Bottle,30,0.06
254,Bottle,97,0.19
255,Bottle,61,0.12
256,Bottle,45,0.09
257,Bottle,78,0.16
258,Bottle,36,0.07
259,Bottle,86,0.17
260,Bottle,45,0.09
261,Bottle,75,0.15
262,Bottle,81,0.16
263,Bottle,79,0.16
264,Bottle,16,0.03
265,Bottle,91,0.18
266,Bottle,39,0.08
267,Bottle,49,0.1
268,Bottle,95,0.19
269,Bottle,53,0.11
270,Bottle,83,0.17
271,Bottle,10,0.02
272,Bottle,0,0.0
273,Bottle,76,0.15
274,Bottle,24,0.05
275,Bottle,89,0.18
276,Bottle,42,0.08
277,Bottle,20,0.04
278,Bottle,30,0.06
279,Bottle,28,0.06
280,Bottle,81,0.16
281,Bottle,57,0.11
282,Bottle,48,0.1
283,Bottle,90,0.18
284,Bottle,86,0.17
285,Bottle,72,0.14
286,Bottle,53,0.11
287,Bottle,4,0.01
288,Bottle,51,0.1
289,Bottle,89,0.18
290,Bottle,72,0.14
291,Bottle,53,0.11
292,Bottle,98,0.2
293,Bottle,84,0.17
294,Bottle,90,0.18
295,Bottle,5,0.01
296,Bottle,21,0.04
297,Bottle,57,0.11
298,Bottle,8,0.02
299,Bottle,33,0.07
300,Bottle,89,0.18
301,Bottle,20,0.04
302,Bottle,57,0.11
303,Bottle,67,0.13
304,Bottle,62,0.12
305,Bottle,71,0.14
306,Bottle,77,0.15
307,Bottle,96,0.19
308,Bottle,0,0.0
309,Bottle,4,0.01
310,Bottle,63,0.13
311,Bottle,41,0.08
312,Bottle,39,0.08
313,Bottle,59,0.12
314,Bottle,6,0.01
315,Bottle,53,0.11
316,Bottle,24,0.05
317,Bottle,70,0.14
318,Bottle,81,0.16
319,Bottle,10,0.02
320,Bottle,92,0.18
321,Bottle,16,0.03
322,Bottle,1,0.0
323,Bottle,51,0.1
324,Bottle,86,0.17
325,Bottle,53,0.11
326,Bottle,40,0.08
327,Bottle,0,0.0
328,Bottle,27,0.05
329,Bottle,1,0.0
330,Bottle,91,0.18
331,Bottle,96,0.19
332,Bottle,0,0.0
333,Bottle,86,0.17
334,Bottle,67,0.13
335,Bottle,78,0.16
336,Bottle,12,0.02
337,Bottle,24,0.05
338,Bottle,15,0.03
339,Bottle,77,0.15
340,Bottle,83,0.17
341,Bottle,25,0.05
342,Bottle,38,0.08
343,Bottle,35,0.07
344,Bottle,88,0.18
345,Bottle,23,0.05
346,Bottle,12,0.02
347,Bottle,60,0.12
348,Bottle,50,0.1
349,Bottle,80,0.16
350,Bottle,10,0.02
351,Bottle,2,0.0
352,Bottle,35,0.07
353,Bottle,57,0.11
354,Bottle,14,0.03
355,Bottle,32,0.06
356,Bottle,17,0.03
357,Bottle,83,0.17
358,Bottle,66,0.13
359,Bottle,83,0.17
360,Bottle,82,0.16
361,Bottle,44,0.09
362,Bottle,14,0.03
363,Bottle,19,0.04
364,Bottle,35,0.07
365,Bottle,2,0.0
366,Bottle,5,0.01
367,Bottle,5,0.01
368,Bottle,26,0.05
369,Bottle,87,0.17
370,Bottle,33,0.07
371,Bottle,71,0.14
372,Bottle,40,0.08
373,Bottle,46,0.09
374,Bottle,72,0.14
375,Bottle,5,0.01
376,Bottle,95,0.19
377,Bottle,89,0.18
378,Bottle,77,0.15
379,Bottle,83,0.17
380,Bottle,63,0.13
381,Bottle,91,0.18
382,Bottle,82,0.16
383,Bottle,58,0.12
384,Bottle,81,0.16
385,Bottle,55,0.11
386,Bottle,47,0.09
387,Bottle,68,0.14
388,Bottle,22,0.04
389,Bottle,26,0.05
390,Bottle,48,0.1
391,Bottle,75,0.15
392,Bottle,37,0.07
393,Bottle,1,0.0
394,Bottle,17,0.03
395,Bottle,19,0.04
396,Bottle,34,0.07
397,Bottle,42,0.08
398,Bottle,43,0.09
399,Bottle,47,0.09
400,Pen,735,0.37
401,Pen,95,0.05
402,Pen,346,0.17
403,Pen,798,0.4
404,Pen,635,0.32
405,Pen,36,0.02
406,Pen,42,0.02
407,Pen,276,0.14
408,Pen,167,0.08
409,Pen,153,0.08
410,Pen,597,0.3
411,Pen,296,0.15
412,Pen,369,0.18
413,Pen,404,0.2
414,Pen,561,0.28
415,Pen,132,0.07
416,Pen,300,0.15
417,Pen,117,0.06
418,Pen,489,0.24
419,Pen,748,0.37
420,Pen,245,0.12
421,Pen,956,0.48
422,Pen,49,0.02
423,Pen,315,0.16
424,Pen,183,0.09
425,Pen,877,0.44
426,Pen,535,0.27
427,Pen,746,0.37
428,Pen,72,0.04
429,Pen,309,0.15
430,Pen,412,0.21
431,Pen,855,0.43
432,Pen,336,0.17
433,Pen,306,0.15
434,Pen,424,0.21
435,Pen,111,0.06
436,Pen,101,0.05
437,Pen,574,0.29
438,Pen,930,0.47
439,Pen,492,0.25
440,Pen,485,0.24
441,Pen,345,0.17
442,Pen,861,0.43
443,Pen,817,0.41
444,Pen,999,0.5
445,Pen,831,0.42
446,Pen,351,0.18
447,Pen,127,0.06
448,Pen,490,0.24
449,Pen,118,0.06
450,Pen,716,0.36
451,Pen,509,0.25
452,Pen,436,0.22
453,Pen,38,0.02
454,Pen,309,0.15
455,Pen,343,0.17
456,Pen,752,0.38
457,Pen,703,0.35
458,Pen,915,0.46
459,Pen,159,0.08
460,Pen,941,0.47
461,Pen,170,0.09
462,Pen,641,0.32
463,Pen,578,0.29
464,Pen,384,0.19
465,Pen,825,0.41
466,Pen,997,0.5
467,Pen,654,0.33
468,Pen,89,0.04
469,Pen,67,0.03
470,Pen,827,0.41
471,Pen,86,0.04
472,Pen,202,0.1
473,Pen,767,0.38
474,Pen,226,0.11
475,Pen,62,0.03
476,Pen,394,0.2
477,Pen,8,0.0
478,Pen,100,0.05
479,Pen,403,0.2
480,Pen,569,0.28
481,Pen,531,0.27
482,Pen,296,0.15
483,Pen,459,0.23
484,Pen,942,0.47
485,Pen,500,0.25
486,Pen,807,0.4
487,Pen,598,0.3
488,Pen,731,0.37
489,Pen,695,0.35
490,Pen,222,0.11
491,Pen,433,0.22
492,Pen,85,0.04
493,Pen,377,0.19
494,Pen,225,0.11
495,Pen,267,0.13
496,Pen,599,0.3
497,Pen,795,0.4
498,Pen,170,0.09
499,Pen,441,0.22
500,Pen,196,0.1
501,Pen,367,0.18
502,Pen,117,0.06
503,Pen,65,0.03
504,Pen,841,0.42
505,Pen,884,0.44
506,Pen,873,0.44
507,Pen,718,0.36
508,Pen,28,0.01
509,Pen,924,0.46
510,Pen,538,0.27
511,Pen,462,0.23
512,Pen,770,0.39
513,Pen,693,0.35
514,Pen,206,0.1
515,Pen,121,0.06
516,Pen,509,0.25
517,Pen,407,0.2
518,Pen,262,0.13
519,Pen,212,0.11
520,Pen,656,0.33
521,Pen,43,0.02
522,Pen,970,0.48
523,Pen,816,0.41
524,Pen,221,0.11
525,Pen,638,0.32
526,Pen,149,0.07
527,Pen,107,0.05
528,Pen,202,0.1
529,Pen,469,0.23
530,Pen,387,0.19
531,Pen,370,0.18
532,Pen,559,0.28
533,Pen,846,0.42
534,Pen,154,0.08
535,Pen,107,0.05
536,Pen,610,0.3
537,Pen,499,0.25
538,Pen,151,0.08
539,Pen,577,0.29
540,Pen,415,0.21
541,Pen,653,0.33
542,Pen,696,0.35
543,Pen,433,0.22
544,Pen,898,0.45
545,Pen,533,0.27
546,Pen,507,0.25
547,Pen,695,0.35
548,Pen,939,0.47
549,Pen,909,0.45
550,Pen,330,0.17
551,Pen,853,0.43
552,Pen,510,0.26
553,Pen,510,0.26
554,Pen,650,0.33
555,Pen,686,0.34
556,Pen,895,0.45
557,Pen,206,0.1
558,Pen,555,0.28
559,Pen,624,0.31
560,Pen,953,0.48
561,Pen,224,0.11
562,Pen,9,0.0
563,Pen,348,0.17
564,Pen,722,0.36
565,Pen,985,0.49
566,Pen,764,0.38
567,Pen,920,0.46
568,Pen,325,0.16
569,Pen,837,0.42
570,Pen,329,0.16
571,Pen,36,0.02
572,Pen,537,0.27
573,Pen,151,0.08
574,Pen,895,0.45
575,Pen,263,0.13
576,Pen,617,0.31
577,Pen,802,0.4
578,Pen,159,0.08
579,Pen,862,0.43
580,Pen,388,0.19
581,Pen,596,0.3
582,Pen,301,0.15
583,Pen,735,0.37
584,Pen,723,0.36
585,Pen,826,0.41
586,Pen,481,0.24
587,Pen,67,0.03
588,Pen,819,0.41
589,Pen,86,0.04
590,Pen,528,0.26
591,Pen,889,0.44
592,Pen,937,0.47
593,Pen,40,0.02
594,Pen,67,0.03
595,Pen,230,0.12
596,Pen,133,0.07
597,Pen,41,0.02
598,Pen,307,0.15
599,Pen,15,0.01
600,Pen,777,0.39
601,Pen,864,0.43
602,Pen,459,0.23
603,Pen,338,0.17
604,Pen,882,0.44
605,Pen,164,0.08
606,Pen,819,0.41
607,Pen,152,0.08
608,Pen,889,0.44
609,Pen,671,0.34
610,Pen,471,0.24
611,Pen,991,0.5
612,Pen,380,0.19
613,Pen,517,0.26
614,Pen,391,0.2
615,Pen,922,0.46
616,Pen,542,0.27
617,Pen,514,0.26
618,Pen,34,0.02
619,Pen,587,0.29
620,Pen,92,0.05
621,Pen,694,0.35
622,Pen,813,0.41
623,Pen,824,0.41
624,Pen,530,0.27
625,Pen,776,0.39
626,Pen,614,0.31
627,Pen,78,0.04
628,Pen,764,0.38
629,Pen,436,0.22
630,Pen,927,0.46
631,Pen,772,0.39
632,Pen,211,0.11
633,Pen,296,0.15
634,Pen,548,0.27
635,Pen,922,0.46
636,Pen,612,0.31
637,Pen,427,0.21
638,Pen,845,0.42
639,Pen,995,0.5
640,Pen,493,0.25
641,Pen,865,0.43
642,Pen,810,0.41
643,Pen,995,0.5
644,Pen,397,0.2
645,Pen,622,0.31
646,Pen,600,0.3
647,Pen,239,0.12
648,Pen,871,0.44
649,Pen,885,0.44
650,Pen,817,0.41
651,Pen,20,0.01
652,Pen,672,0.34
653,Pen,906,0.45
654,Pen,0,0.0
655,Pen,758,0.38
656,Pen,186,0.09
657,Pen,309,0.15
658,Pen,519,0.26
659,Pen,583,0.29
660,Pen,260,0.13
661,Pen,340,0.17
662,Pen,67,0.03
663,Pen,505,0.25
664,Pen,880,0.44
665,Pen,268,0.13
666,Pen,965,0.48
667,Pen,844,0.42
668,Pen,310,0.15
669,Pen,791,0.4
670,Pen,417,0.21
671,Pen,393,0.2
672,Pen,829,0.41
673,Pen,392,0.2
674,Pen,63,0.03
675,Pen,167,0.08
676,Pen,656,0.33
677,Pen,957,0.48
678,Pen,130,0.07
679,Pen,244,0.12
680,Pen,293,0.15
681,Pen,746,0.37
682,Pen,849,0.42
683,Pen,342,0.17
684,Pen,56,0.03
685,Pen,964,0.48
686,Pen,36,0.02
687,Pen,492,0.25
688,Pen,427,0.21
689,Pen,144,0.07
690,Pen,503,0.25
691,Pen,911,0.46
692,Pen,884,0.44
693,Pen,616,0.31
694,Pen,734,0.37
695,Pen,83,0.04
696,Pen,689,0.34
697,Pen,715,0.36
698,Pen,155,0.08
699,Pen,829,0.41
700,Pen,361,0.18
701,Pen,421,0.21
702,Pen,36,0.02
703,Pen,626,0.31
704,Pen,477,0.24
705,Pen,395,0.2
706,Pen,469,0.23
707,Pen,48,0.02
708,Pen,103,0.05
709,Pen,482,0.24
710,Pen,796,0.4
711,Pen,155,0.08
712,Pen,20,0.01
713,Pen,33,0.02
714,Pen,612,0.31
715,Pen,632,0.32
716,Pen,135,0.07
717,Pen,645,0.32
718,Pen,331,0.17
719,Pen,107,0.05
720,Pen,716,0.36
721,Pen,562,0.28
722,Pen,664,0.33
723,Pen,354,0.18
724,Pen,199,0.1
725,Pen,392,0.2
726,Pen,802,0.4
727,Pen,795,0.4
728,Pen,796,0.4
729,Pen,502,0.25
730,Pen,113,0.06
731,Pen,902,0.45
732,Pen,61,0.03
733,Pen,624,0.31
734,Pen,717,0.36
735,Pen,478,0.24
736,Pen,629,0.31
737,Pen,647,0.32
738,Pen,956,0.48
739,Pen,345,0.17
740,Pen,666,0.33
741,Pen,127,0.06
742,Pen,992,0.5
743,Pen,698,0.35
744,Pen,730,0.36
745,Pen,636,0.32
746,Pen,303,0.15
747,Pen,807,0.4
748,Pen,869,0.43
749,Pen,130,0.07
750,Pen,981,0.49
751,Pen,933,0.47
752,Pen,396,0.2
753,Pen,818,0.41
754,Pen,300,0.15
755,Pen,938,0.47
756,Pen,763,0.38
757,Pen,893,0.45
758,Pen,980,0.49
759,Pen,697,0.35
760,Pen,829,0.41
761,Pen,124,0.06
762,Pen,531,0.27
763,Pen,881,0.44
764,Pen,804,0.4
765,Pen,193,0.1
766,Pen,39,0.02
767,Pen,800,0.4
768,Pen,401,0.2
769,Pen,455,0.23
770,Pen,380,0.19
771,Pen,774,0.39
772,Pen,195,0.1
773,Pen,466,0.23
774,Pen,365,0.18
775,Pen,808,0.4
776,Pen,647,0.32
777,Pen,77,0.04
778,Pen,979,0.49
779,Pen,45,0.02
780,Pen,923,0.46
781,Pen,956,0.48
782,Pen,40,0.02
783,Pen,497,0.25
784,Pen,261,0.13
785,Pen,922,0.46
786,Pen,27,0.01
787,Pen,967,0.48
788,Pen,532,0.27
789,Pen,682,0.34
790,Pen,582,0.29
791,Pen,585,0.29
792,Pen,896,0.45
793,Pen,221,0.11
794,Pen,235,0.12
795,Pen,95,0.05
796,Pen,794,0.4
797,Pen,839,0.42
798,Pen,905,0.45
799,Pen,910,0.46
800,Clothing,321,0.26
801,Clothing,399,0.32
802,Clothing,257,0.21
803,Clothing,357,0.29
804,Clothing,268,0.21
805,Clothing,215,0.17
806,Clothing,259,0.21
807,Clothing,156,0.12
808,Clothing,484,0.39
809,Clothing,58,0.05
810,Clothing,74,0.06
811,Clothing,218,0.17
812,Clothing,456,0.36
813,Clothing,289,0.23
814,Clothing,216,0.17
815,Clothing,472,0.38
816,Clothing,43,0.03
817,Clothing,479,0.38
818,Clothing,53,0.04
819,Clothing,212,0.17
820,Clothing,32,0.03
821,Clothing,50,0.04
822,Clothing,212,0.17
823,Clothing,396,0.32
824,Clothing,79,0.06
825,Clothing,375,0.3
826,Clothing,488,0.39
827,Clothing,15,0.01
828,Clothing,405,0.32
829,Clothing,228,0.18
830,Clothing,220,0.18
831,Clothing,351,0.28
832,Clothing,213,0.17
833,Clothing,15,0.01
834,Clothing,254,0.2
835,Clothing,470,0.38
836,Clothing,442,0.35
837,Clothing,492,0.39
838,Clothing,166,0.13
839,Clothing,369,0.3
840,Clothing,129,0.1
841,Clothing,40,0.03
842,Clothing,180,0.14
843,Clothing,36,0.03
844,Clothing,62,0.05
845,Clothing,183,0.15
846,Clothing,354,0.28
847,Clothing,15,0.01
848,Clothing,176,0.14
849,Clothing,178,0.14
850,Clothing,91,0.07
851,Clothing,5,0.0
852,Clothing,425,0.34
853,Clothing,498,0.4
854,Clothing,118,0.09
855,Clothing,419,0.34
856,Clothing,187,0.15
857,Clothing,36,0.03
858,Clothing,305,0.24
859,Clothing,457,0.37
860,Clothing,73,0.06
861,Clothing,106,0.08
862,Clothing,1,0.0
863,Clothing,104,0.08
864,Clothing,337,0.27
865,Clothing,344,0.28
866,Clothing,374,0.3
867,Clothing,480,0.38
868,Clothing,461,0.37
869,Clothing,63,0.05
870,Clothing,382,0.31
871,Clothing,3,0.0
872,Clothing,150,0.12
873,Clothing,188,0.15
874,Clothing,353,0.28
875,Clothing,12,0.01
876,Clothing,477,0.38
877,Clothing,309,0.25
878,Clothing,119,0.1
879,Clothing,439,0.35
880,Clothing,72,0.06
881,Clothing,95,0.08
882,Clothing,232,0.19
883,Clothing,57,0.05
884,Clothing,244,0.2
885,Clothing,176,0.14
886,Clothing,362,0.29
887,Clothing,491,0.39
888,Clothing,132,0.11
889,Clothing,66,0.05
890,Clothing,14,0.01
891,Clothing,494,0.4
892,Clothing,106,0.08
893,Clothing,185,0.15
894,Clothing,171,0.14
895,Clothing,242,0.19
896,Clothing,491,0.39
897,Clothing,149,0.12
898,Clothing,151,0.12
899,Clothing,479,0.38
900,Clothing,449,0.36
901,Clothing,490,0.39
902,Clothing,283,0.23
903,Clothing,325,0.26
904,Clothing,167,0.13
905,Clothing,94,0.08
906,Clothing,303,0.24
907,Clothing,41,0.03
908,Clothing,52,0.04
909,Clothing,273,0.22
910,Clothing,297,0.24
911,Clothing,157,0.13
912,Clothing,80,0.06
913,Clothing,192,0.15
914,Clothing,459,0.37
915,Clothing,75,0.06
916,Clothing,484,0.39
917,Clothing,64,0.05
918,Clothing,411,0.33
919,Clothing,114,0.09
920,Clothing,161,0.13
921,Clothing,260,0.21
922,Clothing,124,0.1
923,Clothing,121,0.1
924,Clothing,386,0.31
925,Clothing,94,0.08
926,Clothing,149,0.12
927,Clothing,190,0.15
928,Clothing,214,0.17
929,Clothing,339,0.27
930,Clothing,23,0.02
931,Clothing,440,0.35
932,Clothing,67,0.05
933,Clothing,307,0.25
934,Clothing,10,0.01
935,Clothing,201,0.16
936,Clothing,39,0.03
937,Clothing,359,0.29
938,Clothing,37,0.03
939,Clothing,67,0.05
940,Clothing,215,0.17
941,Clothing,153,0.12
942,Clothing,281,0.22
943,Clothing,213,0.17
944,Clothing,379,0.3
945,Clothing,474,0.38
946,Clothing,72,0.06
947,Clothing,302,0.24
948,Clothing,216,0.17
949,Clothing,152,0.12
950,Clothing,326,0.26
951,Clothing,181,0.14
952,Clothing,43,0.03
953,Clothing,127,0.1
954,Clothing,227,0.18
955,Clothing,323,0.26
956,Clothing,189,0.15
957,Clothing,326,0.26
958,Clothing,485,0.39
959,Clothing,270,0.22
960,Clothing,29,0.02
961,Clothing,192,0.15
962,Clothing,209,0.17
963,Clothing,4,0.0
964,Clothing,213,0.17
965,Clothing,492,0.39
966,Clothing,372,0.3
967,Clothing,461,0.37
968,Clothing,164,0.13
969,Clothing,225,0.18
970,Clothing,104,0.08
971,Clothing,190,0.15
972,Clothing,150,0.12
973,Clothing,487,0.39
974,Clothing,241,0.19
975,Clothing,46,0.04
976,Clothing,486,0.39
977,Clothing,94,0.08
978,Clothing,407,0.33
979,Clothing,55,0.04
980,Clothing,141,0.11
981,Clothing,57,0.05
982,Clothing,285,0.23
983,Clothing,310,0.25
984,Clothing,352,0.28
985,Clothing,78,0.06
986,Clothing,407,0.33
987,Clothing,359,0.29
988,Clothing,228,0.18
989,Clothing,475,0.38
990,Clothing,204,0.16
991,Clothing,94,0.08
992,Clothing,393,0.31
993,Clothing,215,0.17
994,Clothing,221,0.18
995,Clothing,89,0.07
996,Clothing,126,0.1
997,Clothing,491,0.39
998,Clothing,232,0.19
999,Clothing,174,0.14
1000,Clothing,479,0.38
1001,Clothing,267,0.21
1002,Clothing,72,0.06
1003,Clothing,181,0.14
1004,Clothing,236,0.19
1005,Clothing,323,0.26
1006,Clothing,326,0.26
1007,Clothing,44,0.04
1008,Clothing,247,0.2
1009,Clothing,386,0.31
1010,Clothing,104,0.08
1011,Clothing,150,0.12
1012,Clothing,0,0.0
1013,Clothing,425,0.34
1014,Clothing,357,0.29
1015,Clothing,229,0.18
1016,Clothing,316,0.25
1017,Clothing,236,0.19
1018,Clothing,3,0.0
1019,Clothing,111,0.09
1020,Clothing,152,0.12
1021,Clothing,58,0.05
1022,Clothing,393,0.31
1023,Clothing,322,0.26
1024,Clothing,154,0.12
1025,Clothing,279,0.22
1026,Clothing,311,0.25
1027,Clothing,79,0.06
1028,Clothing,217,0.17
1029,Clothing,361,0.29
1030,Clothing,384,0.31
1031,Clothing,241,0.19
1032,Clothing,47,0.04
1033,Clothing,347,0.28
1034,Clothing,254,0.2
1035,Clothing,389,0.31
1036,Clothing,491,0.39
1037,Clothing,118,0.09
1038,Clothing,278,0.22
1039,Clothing,390,0.31
1040,Clothing,207,0.17
1041,Clothing,143,0.11
1042,Clothing,323,0.26
1043,Clothing,11,0.01
1044,Clothing,61,0.05
1045,Clothing,138,0.11
1046,Clothing,452,0.36
1047,Clothing,342,0.27
1048,Clothing,20,0.02
1049,Clothing,0,0.0
1050,Clothing,131,0.1
1051,Clothing,203,0.16
1052,Clothing,269,0.22
1053,Clothing,455,0.36
1054,Clothing,297,0.24
1055,Clothing,363,0.29
1056,Clothing,202,0.16
1057,Clothing,227,0.18
1058,Clothing,52,0.04
1059,Clothing,382,0.31
1060,Clothing,129,0.1
1061,Clothing,181,0.14
1062,Clothing,145,0.12
1063,Clothing,446,0.36
1064,Clothing,386,0.31
1065,Clothing,344,0.28
1066,Clothing,465,0.37
1067,Clothing,100,0.08
1068,Clothing,304,0.24
1069,Clothing,43,0.03
1070,Clothing,18,0.01
1071,Clothing,36,0.03
1072,Clothing,405,0.32
1073,Clothing,134,0.11
1074,Clothing,156,0.12
1075,Clothing,273,0.22
1076,Clothing,174,0.14
1077,Clothing,60,0.05
1078,Clothing,271,0.22
1079,Clothing,440,0.35
1080,Clothing,127,0.1
1081,Clothing,456,0.36
1082,Clothing,471,0.38
1083,Clothing,390,0.31
1084,Clothing,83,0.07
1085,Clothing,34,0.03
1086,Clothing,212,0.17
1087,Clothing,440,0.35
1088,Clothing,148,0.12
1089,Clothing,144,0.12
1090,Clothing,266,0.21
1091,Clothing,68,0.05
1092,Clothing,293,0.23
1093,Clothing,267,0.21
1094,Clothing,321,0.26
1095,Clothing,107,0.09
1096,Clothing,272,0.22
1097,Clothing,53,0.04
